episode,t,obs,act,rew
0,0,"(0, 9)",1,-0.33
0,1,"(1, 9)",1,-0.33
0,2,"(2, 9)",1,-0.33
0,3,"(3, 9)",0,-0.33
0,4,"(3, 8)",0,-0.33
0,5,"(3, 7)",1,-33.33
0,6,"(3, 7)",0,-0.33
0,7,"(3, 6)",1,-33.33
0,8,"(3, 6)",0,-0.33
0,9,"(3, 5)",1,-0.33
0,10,"(4, 5)",1,-0.33
0,11,"(5, 5)",1,-0.33
0,12,"(6, 5)",1,-0.33
0,13,"(7, 5)",0,-0.33
0,14,"(7, 4)",0,-0.33
0,15,"(7, 3)",0,-0.33
0,16,"(7, 2)",0,-0.33
0,17,"(7, 1)",1,-0.33
0,18,"(8, 1)",1,-0.33
0,19,"(9, 1)",1,-0.33
0,20,"(10, 1)",1,-0.33
0,21,"(11, 1)",1,-0.33
0,22,"(12, 1)",1,-0.33
0,23,"(13, 1)",1,-0.33
0,24,"(14, 1)",1,-0.33
0,25,"(15, 1)",1,-0.33
0,26,"(16, 1)",1,-0.33
0,27,"(17, 1)",1,-0.33
0,28,"(18, 1)",1,-0.33
0,29,"(19, 1)",0,33.33
1,0,"(0, 9)",1,-0.33
1,1,"(1, 9)",1,-0.33
1,2,"(2, 9)",1,-0.33
1,3,"(3, 9)",1,-0.33
1,4,"(4, 9)",0,-33.33
1,5,"(4, 9)",1,-0.33
1,6,"(5, 9)",0,-0.33
1,7,"(5, 8)",0,-0.33
1,8,"(5, 7)",1,-0.33
1,9,"(6, 7)",1,-0.33
1,10,"(7, 7)",1,-0.33
1,11,"(8, 7)",1,-0.33
1,12,"(9, 7)",1,-0.33
1,13,"(10, 7)",1,-0.33
1,14,"(11, 7)",1,-0.33
1,15,"(12, 7)",1,-0.33
1,16,"(13, 7)",0,-0.33
1,17,"(13, 6)",0,-0.33
1,18,"(13, 5)",1,-0.33
1,19,"(14, 5)",1,-0.33
1,20,"(15, 5)",0,-0.33
1,21,"(15, 4)",0,-0.33
1,22,"(15, 3)",1,-0.33
1,23,"(16, 3)",1,-0.33
1,24,"(17, 3)",1,-0.33
1,25,"(18, 3)",1,-0.33
1,26,"(19, 3)",0,-0.33
1,27,"(19, 2)",0,-0.33
1,28,"(19, 1)",0,33.33
2,0,"(0, 9)",0,-0.33
2,1,"(0, 8)",1,-0.33
2,2,"(1, 8)",0,-0.33
2,3,"(1, 7)",0,-0.33
2,4,"(1, 6)",1,-33.33
2,5,"(1, 6)",0,-0.33
2,6,"(1, 5)",0,-0.33
2,7,"(1, 4)",1,-33.33
2,8,"(1, 4)",0,-0.33
2,9,"(1, 3)",1,-0.33
2,10,"(2, 3)",1,-0.33
2,11,"(3, 3)",1,-33.33
2,12,"(3, 3)",0,-0.33
2,13,"(3, 2)",1,-0.33
2,14,"(4, 2)",0,-0.33
2,15,"(4, 1)",1,-0.33
2,16,"(5, 1)",1,-0.33
2,17,"(6, 1)",1,-0.33
2,18,"(7, 1)",1,-0.33
2,19,"(8, 1)",1,-0.33
2,20,"(9, 1)",1,-0.33
2,21,"(10, 1)",1,-0.33
2,22,"(11, 1)",1,-0.33
2,23,"(12, 1)",1,-0.33
2,24,"(13, 1)",1,-0.33
2,25,"(14, 1)",1,-0.33
2,26,"(15, 1)",1,-0.33
2,27,"(16, 1)",1,-0.33
2,28,"(17, 1)",1,-0.33
2,29,"(18, 1)",1,-0.33
2,30,"(19, 1)",0,33.33
3,0,"(0, 9)",0,-0.33
3,1,"(0, 8)",0,-0.33
3,2,"(0, 7)",1,-0.33
3,3,"(1, 7)",0,-0.33
3,4,"(1, 6)",1,-33.33
3,5,"(1, 6)",0,-0.33
3,6,"(1, 5)",1,-0.33
3,7,"(2, 5)",1,-0.33
3,8,"(3, 5)",1,-0.33
3,9,"(4, 5)",0,-33.33
3,10,"(4, 5)",1,-0.33
3,11,"(5, 5)",1,-0.33
3,12,"(6, 5)",0,-33.33
3,13,"(6, 5)",1,-0.33
3,14,"(7, 5)",0,-0.33
3,15,"(7, 4)",0,-0.33
3,16,"(7, 3)",0,-0.33
3,17,"(7, 2)",0,-0.33
3,18,"(7, 1)",1,-0.33
3,19,"(8, 1)",1,-0.33
3,20,"(9, 1)",1,-0.33
3,21,"(10, 1)",1,-0.33
3,22,"(11, 1)",1,-0.33
3,23,"(12, 1)",1,-0.33
3,24,"(13, 1)",1,-0.33
3,25,"(14, 1)",1,-0.33
3,26,"(15, 1)",1,-0.33
3,27,"(16, 1)",1,-0.33
3,28,"(17, 1)",1,-0.33
3,29,"(18, 1)",1,-0.33
3,30,"(19, 1)",0,33.33
4,0,"(0, 9)",1,-0.33
4,1,"(1, 9)",0,-0.33
4,2,"(1, 8)",0,-0.33
4,3,"(1, 7)",0,-0.33
4,4,"(1, 6)",0,-0.33
4,5,"(1, 5)",1,-0.33
4,6,"(2, 5)",0,-33.33
4,7,"(2, 5)",1,-0.33
4,8,"(3, 5)",1,-0.33
4,9,"(4, 5)",1,-0.33
4,10,"(5, 5)",0,-0.33
4,11,"(5, 4)",0,-0.33
4,12,"(5, 3)",0,-0.33
4,13,"(5, 2)",1,-0.33
4,14,"(6, 2)",0,-0.33
4,15,"(6, 1)",1,-0.33
4,16,"(7, 1)",1,-0.33
4,17,"(8, 1)",1,-0.33
4,18,"(9, 1)",1,-0.33
4,19,"(10, 1)",1,-0.33
4,20,"(11, 1)",1,-0.33
4,21,"(12, 1)",1,-0.33
4,22,"(13, 1)",1,-0.33
4,23,"(14, 1)",1,-0.33
4,24,"(15, 1)",1,-0.33
4,25,"(16, 1)",1,-0.33
4,26,"(17, 1)",1,-0.33
4,27,"(18, 1)",1,-0.33
4,28,"(19, 1)",0,33.33
5,0,"(0, 9)",0,-0.33
5,1,"(0, 8)",1,-0.33
5,2,"(1, 8)",0,-0.33
5,3,"(1, 7)",1,-0.33
5,4,"(2, 7)",1,-0.33
5,5,"(3, 7)",1,-33.33
5,6,"(3, 7)",0,-0.33
5,7,"(3, 6)",1,-33.33
5,8,"(3, 6)",0,-0.33
5,9,"(3, 5)",1,-0.33
5,10,"(4, 5)",1,-0.33
5,11,"(5, 5)",1,-0.33
5,12,"(6, 5)",1,-0.33
5,13,"(7, 5)",0,-0.33
5,14,"(7, 4)",0,-0.33
5,15,"(7, 3)",0,-0.33
5,16,"(7, 2)",0,-0.33
5,17,"(7, 1)",1,-0.33
5,18,"(8, 1)",1,-0.33
5,19,"(9, 1)",1,-0.33
5,20,"(10, 1)",1,-0.33
5,21,"(11, 1)",1,-0.33
5,22,"(12, 1)",1,-0.33
5,23,"(13, 1)",1,-0.33
5,24,"(14, 1)",1,-0.33
5,25,"(15, 1)",1,-0.33
5,26,"(16, 1)",1,-0.33
5,27,"(17, 1)",1,-0.33
5,28,"(18, 1)",1,-0.33
5,29,"(19, 1)",0,33.33
6,0,"(0, 9)",0,-0.33
6,1,"(0, 8)",1,-0.33
6,2,"(1, 8)",0,-0.33
6,3,"(1, 7)",1,-0.33
6,4,"(2, 7)",0,-33.33
6,5,"(2, 7)",1,-0.33
6,6,"(3, 7)",1,-33.33
6,7,"(3, 7)",0,-0.33
6,8,"(3, 6)",0,-0.33
6,9,"(3, 5)",1,-0.33
6,10,"(4, 5)",1,-0.33
6,11,"(5, 5)",1,-0.33
6,12,"(6, 5)",1,-0.33
6,13,"(7, 5)",0,-0.33
6,14,"(7, 4)",0,-0.33
6,15,"(7, 3)",0,-0.33
6,16,"(7, 2)",0,-0.33
6,17,"(7, 1)",1,-0.33
6,18,"(8, 1)",1,-0.33
6,19,"(9, 1)",1,-0.33
6,20,"(10, 1)",1,-0.33
6,21,"(11, 1)",1,-0.33
6,22,"(12, 1)",1,-0.33
6,23,"(13, 1)",1,-0.33
6,24,"(14, 1)",1,-0.33
6,25,"(15, 1)",1,-0.33
6,26,"(16, 1)",1,-0.33
6,27,"(17, 1)",1,-0.33
6,28,"(18, 1)",1,-0.33
6,29,"(19, 1)",0,33.33
7,0,"(0, 9)",1,-0.33
7,1,"(1, 9)",1,-0.33
7,2,"(2, 9)",1,-0.33
7,3,"(3, 9)",1,-0.33
7,4,"(4, 9)",1,-0.33
7,5,"(5, 9)",0,-0.33
7,6,"(5, 8)",0,-0.33
7,7,"(5, 7)",0,-33.33
7,8,"(5, 7)",1,-0.33
7,9,"(6, 7)",1,-0.33
7,10,"(7, 7)",0,-33.33
7,11,"(7, 7)",1,-0.33
7,12,"(8, 7)",1,-0.33
7,13,"(9, 7)",1,-0.33
7,14,"(10, 7)",1,-0.33
7,15,"(11, 7)",0,-0.33
7,16,"(11, 6)",1,-0.33
7,17,"(12, 6)",0,-0.33
7,18,"(12, 5)",1,-0.33
7,19,"(13, 5)",1,-0.33
7,20,"(14, 5)",1,-0.33
7,21,"(15, 5)",0,-0.33
7,22,"(15, 4)",0,-0.33
7,23,"(15, 3)",1,-0.33
7,24,"(16, 3)",0,-0.33
7,25,"(16, 2)",0,-0.33
7,26,"(16, 1)",1,-0.33
7,27,"(17, 1)",1,-0.33
7,28,"(18, 1)",1,-0.33
7,29,"(19, 1)",0,33.33
8,0,"(0, 9)",1,-0.33
8,1,"(1, 9)",0,-0.33
8,2,"(1, 8)",0,-0.33
8,3,"(1, 7)",0,-0.33
8,4,"(1, 6)",0,-0.33
8,5,"(1, 5)",1,-0.33
8,6,"(2, 5)",0,-33.33
8,7,"(2, 5)",1,-0.33
8,8,"(3, 5)",1,-0.33
8,9,"(4, 5)",1,-0.33
8,10,"(5, 5)",1,-0.33
8,11,"(6, 5)",1,-0.33
8,12,"(7, 5)",0,-0.33
8,13,"(7, 4)",0,-0.33
8,14,"(7, 3)",0,-0.33
8,15,"(7, 2)",0,-0.33
8,16,"(7, 1)",1,-0.33
8,17,"(8, 1)",1,-0.33
8,18,"(9, 1)",1,-0.33
8,19,"(10, 1)",1,-0.33
8,20,"(11, 1)",1,-0.33
8,21,"(12, 1)",1,-0.33
8,22,"(13, 1)",1,-0.33
8,23,"(14, 1)",1,-0.33
8,24,"(15, 1)",1,-0.33
8,25,"(16, 1)",1,-0.33
8,26,"(17, 1)",1,-0.33
8,27,"(18, 1)",1,-0.33
8,28,"(19, 1)",0,33.33
9,0,"(0, 9)",1,-0.33
9,1,"(1, 9)",1,-0.33
9,2,"(2, 9)",0,-0.33
9,3,"(2, 8)",0,-0.33
9,4,"(2, 7)",0,-33.33
9,5,"(2, 7)",1,-0.33
9,6,"(3, 7)",1,-33.33
9,7,"(3, 7)",0,-0.33
9,8,"(3, 6)",0,-0.33
9,9,"(3, 5)",1,-0.33
9,10,"(4, 5)",1,-0.33
9,11,"(5, 5)",1,-0.33
9,12,"(6, 5)",1,-0.33
9,13,"(7, 5)",0,-0.33
9,14,"(7, 4)",0,-0.33
9,15,"(7, 3)",0,-0.33
9,16,"(7, 2)",0,-0.33
9,17,"(7, 1)",1,-0.33
9,18,"(8, 1)",1,-0.33
9,19,"(9, 1)",1,-0.33
9,20,"(10, 1)",1,-0.33
9,21,"(11, 1)",1,-0.33
9,22,"(12, 1)",1,-0.33
9,23,"(13, 1)",1,-0.33
9,24,"(14, 1)",1,-0.33
9,25,"(15, 1)",1,-0.33
9,26,"(16, 1)",1,-0.33
9,27,"(17, 1)",1,-0.33
9,28,"(18, 1)",1,-0.33
9,29,"(19, 1)",0,33.33
10,0,"(0, 9)",0,-0.33
10,1,"(0, 8)",1,-0.33
10,2,"(1, 8)",0,-0.33
10,3,"(1, 7)",1,-0.33
10,4,"(2, 7)",0,-33.33
10,5,"(2, 7)",1,-0.33
10,6,"(3, 7)",0,-0.33
10,7,"(3, 6)",0,-0.33
10,8,"(3, 5)",0,-33.33
10,9,"(3, 5)",1,-0.33
10,10,"(4, 5)",1,-0.33
10,11,"(5, 5)",1,-0.33
10,12,"(6, 5)",1,-0.33
10,13,"(7, 5)",0,-0.33
10,14,"(7, 4)",0,-0.33
10,15,"(7, 3)",0,-0.33
10,16,"(7, 2)",0,-0.33
10,17,"(7, 1)",1,-0.33
10,18,"(8, 1)",1,-0.33
10,19,"(9, 1)",1,-0.33
10,20,"(10, 1)",1,-0.33
10,21,"(11, 1)",1,-0.33
10,22,"(12, 1)",1,-0.33
10,23,"(13, 1)",1,-0.33
10,24,"(14, 1)",1,-0.33
10,25,"(15, 1)",1,-0.33
10,26,"(16, 1)",1,-0.33
10,27,"(17, 1)",1,-0.33
10,28,"(18, 1)",1,-0.33
10,29,"(19, 1)",0,33.33
11,0,"(0, 9)",1,-0.33
11,1,"(1, 9)",0,-0.33
11,2,"(1, 8)",0,-0.33
11,3,"(1, 7)",0,-0.33
11,4,"(1, 6)",0,-0.33
11,5,"(1, 5)",0,-0.33
11,6,"(1, 4)",0,-0.33
11,7,"(1, 3)",1,-0.33
11,8,"(2, 3)",0,-33.33
11,9,"(2, 3)",1,-0.33
11,10,"(3, 3)",1,-33.33
11,11,"(3, 3)",0,-0.33
11,12,"(3, 2)",0,-0.33
11,13,"(3, 1)",1,-0.33
11,14,"(4, 1)",1,-0.33
11,15,"(5, 1)",1,-0.33
11,16,"(6, 1)",1,-0.33
11,17,"(7, 1)",1,-0.33
11,18,"(8, 1)",1,-0.33
11,19,"(9, 1)",1,-0.33
11,20,"(10, 1)",1,-0.33
11,21,"(11, 1)",1,-0.33
11,22,"(12, 1)",1,-0.33
11,23,"(13, 1)",1,-0.33
11,24,"(14, 1)",1,-0.33
11,25,"(15, 1)",1,-0.33
11,26,"(16, 1)",1,-0.33
11,27,"(17, 1)",1,-0.33
11,28,"(18, 1)",1,-0.33
11,29,"(19, 1)",0,33.33
12,0,"(0, 9)",1,-0.33
12,1,"(1, 9)",0,-0.33
12,2,"(1, 8)",1,-0.33
12,3,"(2, 8)",0,-0.33
12,4,"(2, 7)",0,-33.33
12,5,"(2, 7)",1,-0.33
12,6,"(3, 7)",0,-0.33
12,7,"(3, 6)",1,-33.33
12,8,"(3, 6)",0,-0.33
12,9,"(3, 5)",1,-0.33
12,10,"(4, 5)",1,-0.33
12,11,"(5, 5)",0,-0.33
12,12,"(5, 4)",0,-0.33
12,13,"(5, 3)",0,-0.33
12,14,"(5, 2)",0,-0.33
12,15,"(5, 1)",1,-0.33
12,16,"(6, 1)",1,-0.33
12,17,"(7, 1)",1,-0.33
12,18,"(8, 1)",1,-0.33
12,19,"(9, 1)",1,-0.33
12,20,"(10, 1)",1,-0.33
12,21,"(11, 1)",1,-0.33
12,22,"(12, 1)",1,-0.33
12,23,"(13, 1)",1,-0.33
12,24,"(14, 1)",1,-0.33
12,25,"(15, 1)",1,-0.33
12,26,"(16, 1)",1,-0.33
12,27,"(17, 1)",1,-0.33
12,28,"(18, 1)",1,-0.33
12,29,"(19, 1)",0,33.33
13,0,"(0, 9)",1,-0.33
13,1,"(1, 9)",1,-0.33
13,2,"(2, 9)",1,-0.33
13,3,"(3, 9)",0,-0.33
13,4,"(3, 8)",1,-33.33
13,5,"(3, 8)",0,-0.33
13,6,"(3, 7)",0,-0.33
13,7,"(3, 6)",0,-0.33
13,8,"(3, 5)",1,-0.33
13,9,"(4, 5)",1,-0.33
13,10,"(5, 5)",0,-0.33
13,11,"(5, 4)",0,-0.33
13,12,"(5, 3)",0,-0.33
13,13,"(5, 2)",0,-0.33
13,14,"(5, 1)",1,-0.33
13,15,"(6, 1)",1,-0.33
13,16,"(7, 1)",1,-0.33
13,17,"(8, 1)",1,-0.33
13,18,"(9, 1)",1,-0.33
13,19,"(10, 1)",1,-0.33
13,20,"(11, 1)",1,-0.33
13,21,"(12, 1)",1,-0.33
13,22,"(13, 1)",1,-0.33
13,23,"(14, 1)",1,-0.33
13,24,"(15, 1)",1,-0.33
13,25,"(16, 1)",1,-0.33
13,26,"(17, 1)",1,-0.33
13,27,"(18, 1)",1,-0.33
13,28,"(19, 1)",0,33.33
14,0,"(0, 9)",0,-0.33
14,1,"(0, 8)",1,-0.33
14,2,"(1, 8)",1,-0.33
14,3,"(2, 8)",1,-0.33
14,4,"(3, 8)",0,-0.33
14,5,"(3, 7)",1,-33.33
14,6,"(3, 7)",0,-0.33
14,7,"(3, 6)",0,-0.33
14,8,"(3, 5)",1,-0.33
14,9,"(4, 5)",1,-0.33
14,10,"(5, 5)",1,-0.33
14,11,"(6, 5)",1,-0.33
14,12,"(7, 5)",0,-0.33
14,13,"(7, 4)",0,-0.33
14,14,"(7, 3)",1,-0.33
14,15,"(8, 3)",1,-0.33
14,16,"(9, 3)",0,-0.33
14,17,"(9, 2)",0,-0.33
14,18,"(9, 1)",1,-0.33
14,19,"(10, 1)",1,-0.33
14,20,"(11, 1)",1,-0.33
14,21,"(12, 1)",1,-0.33
14,22,"(13, 1)",1,-0.33
14,23,"(14, 1)",1,-0.33
14,24,"(15, 1)",1,-0.33
14,25,"(16, 1)",1,-0.33
14,26,"(17, 1)",1,-0.33
14,27,"(18, 1)",1,-0.33
14,28,"(19, 1)",0,33.33
15,0,"(0, 9)",0,-0.33
15,1,"(0, 8)",1,-0.33
15,2,"(1, 8)",1,-0.33
15,3,"(2, 8)",1,-0.33
15,4,"(3, 8)",0,-0.33
15,5,"(3, 7)",1,-33.33
15,6,"(3, 7)",0,-0.33
